"","voted_for","ABC","CBS","NBC","CNN","Fox_News","MSNBC","PBS","Other","TV_type","Party","voted_for_binary"
"359","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"360","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"361","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"362","Biden","No","No","No","Yes","No","No","No","No","Both","Independent",1
"363","Biden","No","No","Yes","No","No","Yes","No","No","National Newscast","Democrat",1
"364","Biden","Yes","No","No","Yes","No","No","No","No","Both","Independent",1
"365","Trump","Yes","No","No","No","Yes","No","No","No","Both","Other",0
"366","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"367","Trump","No","No","Yes","No","Yes","No","No","No","Both","Republican",0
"368","Biden","No","Yes","No","No","No","No","No","No","Both","Independent",1
"369","Biden","No","No","Yes","Yes","Yes","No","No","No","Both","Independent",1
"370","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"371","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"372","Biden","No","No","No","No","Yes","No","No","No","National Newscast","Democrat",1
"373","Trump","No","No","No","No","Yes","No","No","Yes","National Newscast","Republican",0
"374","Biden","Yes","No","No","Yes","No","No","No","No","Both","Democrat",1
"375","Biden","Yes","No","No","No","No","No","Yes","No","Both","Democrat",1
"376","Trump","Yes","No","No","No","Yes","No","No","No","Both","Republican",0
"377","Biden","No","No","Yes","Yes","No","Yes","No","No","National Newscast","Democrat",1
"378","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"379","Biden","No","Yes","No","Yes","No","No","No","No","Both","Democrat",1
"380","Trump","No","Yes","No","No","No","No","No","No","Both","Republican",0
"381","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"382","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"383","Biden","Yes","Yes","No","Yes","No","Yes","No","No","Both","Democrat",1
"384","Biden","No","Yes","Yes","Yes","No","No","No","No","Both","Independent",1
"385","Biden","Yes","No","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"386","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"387","Biden","Yes","Yes","Yes","No","No","No","No","No","Both","Democrat",1
"388","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"389","Biden","No","Yes","Yes","Yes","No","No","No","No","Both","Democrat",1
"390","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Other",0
"391","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"392","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"393","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"394","Biden","No","No","Yes","No","No","No","No","No","Both","Democrat",1
"395","Biden","Yes","Yes","Yes","No","No","Yes","No","No","Both","Democrat",1
"396","Trump","No","No","No","No","Yes","No","No","No","Both","Independent",0
"397","Trump","Yes","Yes","Yes","No","Yes","No","No","No","Both","Independent",0
"398","Biden","No","Yes","Yes","No","No","No","No","No","Both","Democrat",1
"399","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"400","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"401","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Independent",1
"402","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"403","Biden","No","Yes","No","No","No","No","Yes","No","Both","Democrat",1
"404","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"405","Biden","No","No","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"406","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Democrat",1
"407","Biden","Yes","Yes","No","Yes","Yes","No","No","No","Both","Independent",1
"408","Biden","Yes","No","No","No","Yes","No","Yes","No","Both","Other",1
"409","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"410","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"411","Biden","No","Yes","No","Yes","No","No","No","No","Both","Democrat",1
"412","Biden","Yes","No","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"413","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"414","Biden","Yes","No","No","No","No","No","No","No","Both","Democrat",1
"415","Biden","Yes","No","No","Yes","No","No","No","No","Both","Independent",1
"416","Trump","No","Yes","No","No","No","No","No","No","Both","Republican",0
"417","Trump","No","No","No","Yes","No","No","No","No","National Newscast","Republican",0
"418","Biden","No","No","Yes","Yes","No","No","No","No","Both","Democrat",1
"419","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Independent",1
"420","Trump","No","Yes","Yes","No","Yes","No","No","No","Both","Independent",0
"421","Trump","No","Yes","No","No","Yes","No","No","Yes","Both","Republican",0
"422","Biden","No","No","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"423","Trump","No","Yes","Yes","No","Yes","No","No","No","Both","Independent",0
"424","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"425","Trump","Yes","No","No","No","No","No","No","No","National Newscast","Independent",0
"426","Biden","No","No","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"427","Biden","Yes","No","No","No","No","No","No","Yes","Both","Democrat",1
"428","Biden","No","Yes","No","Yes","No","Yes","Yes","No","National Newscast","Democrat",1
"429","Biden","No","No","Yes","No","No","No","No","No","Both","Democrat",1
"430","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Independent",1
"431","Biden","Yes","No","No","No","No","No","No","No","Both","Democrat",1
"432","Trump","No","Yes","Yes","No","No","No","No","No","Both","Republican",0
"433","Trump","No","No","No","No","Yes","No","No","Yes","Both","Republican",0
"434","Trump","Yes","No","No","No","No","No","No","No","National Newscast","Republican",0
"435","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"436","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"437","Biden","No","Yes","Yes","Yes","No","Yes","No","No","Both","Independent",1
"438","Biden","No","Yes","No","No","Yes","No","No","No","Both","Democrat",1
"439","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"440","Trump","No","No","No","No","Yes","No","No","Yes","National Newscast","Independent",0
"441","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"442","Biden","Yes","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"443","Biden","Yes","No","No","No","No","No","No","No","Both","Democrat",1
"444","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"445","Trump","No","Yes","No","No","Yes","No","No","No","Both","Republican",0
"446","Biden","No","Yes","Yes","No","No","No","No","No","Both","Democrat",1
"447","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"448","Biden","No","No","No","No","Yes","Yes","No","No","Both","Independent",1
"449","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"450","Trump","Yes","No","No","No","Yes","No","No","No","Both","Independent",0
"451","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"452","Trump","Yes","No","Yes","No","No","No","No","No","Both","Republican",0
"453","Biden","No","No","Yes","No","No","No","No","No","Both","Independent",1
"454","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"455","Trump","Yes","Yes","Yes","No","Yes","No","Yes","No","Both","Republican",0
"456","Biden","No","No","Yes","No","No","No","No","No","Both","Democrat",1
"457","Trump","No","Yes","No","Yes","Yes","No","Yes","No","Both","Republican",0
"458","Trump","No","No","Yes","No","Yes","No","No","No","Both","Republican",0
"459","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"460","Trump","No","No","No","Yes","Yes","No","No","No","Both","Republican",0
"461","Biden","Yes","No","No","No","No","No","No","No","Both","Democrat",1
"462","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"463","Biden","No","No","Yes","No","No","Yes","No","No","Both","Democrat",1
"464","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"465","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"466","Biden","No","No","No","Yes","No","Yes","No","No","Both","Independent",1
"467","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"468","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"469","Trump","No","No","Yes","Yes","Yes","Yes","No","No","Both","Republican",0
"470","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"471","Biden","No","No","Yes","No","No","Yes","No","No","National Newscast","Democrat",1
"472","Trump","Yes","No","No","No","Yes","No","No","No","Both","Republican",0
"473","Biden","Yes","No","No","Yes","Yes","Yes","No","No","Both","Democrat",1
"474","Biden","No","No","Yes","No","No","Yes","No","No","Both","Democrat",1
"475","Trump","No","No","Yes","No","Yes","No","No","No","Both","Republican",0
"476","Trump","Yes","No","No","No","Yes","No","No","No","Both","Republican",0
"477","Trump","No","No","Yes","No","No","No","No","No","National Newscast","Republican",0
"478","Biden","No","No","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"479","Biden","Yes","Yes","Yes","No","Yes","No","No","No","Both","Democrat",1
"480","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"481","Biden","No","No","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"482","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"483","Biden","Yes","Yes","Yes","Yes","No","No","Yes","No","Both","Independent",1
"484","Biden","No","No","Yes","No","No","No","No","No","Both","Independent",1
"485","Biden","Yes","Yes","No","No","Yes","No","No","No","Both","Republican",1
"486","Biden","No","No","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"487","Biden","No","No","Yes","No","No","No","No","No","National Newscast","Independent",1
"488","Biden","No","No","No","Yes","Yes","Yes","No","No","Both","Democrat",1
"489","Trump","No","No","No","No","Yes","No","No","No","Both","Independent",0
"490","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Independent",1
"491","Biden","No","No","No","No","No","No","Yes","No","Both","Republican",1
"492","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"493","Trump","Yes","No","No","No","Yes","No","No","No","Both","Republican",0
"494","Trump","No","Yes","No","No","No","No","No","No","Both","Independent",0
"495","Biden","Yes","Yes","No","Yes","No","Yes","No","No","Both","Democrat",1
"496","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"497","Biden","No","No","No","No","No","No","Yes","No","National Newscast","Democrat",1
"498","Biden","No","Yes","No","Yes","No","No","No","No","Both","Democrat",1
"499","Trump","Yes","Yes","No","Yes","Yes","No","No","No","Both","Independent",0
"500","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"501","Trump","Yes","No","Yes","No","Yes","No","No","No","Both","Democrat",0
"502","Biden","No","No","Yes","No","No","No","No","No","National Newscast","Democrat",1
"503","Biden","No","Yes","No","Yes","Yes","No","No","No","Both","Independent",1
"504","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"505","Biden","No","Yes","Yes","Yes","No","Yes","No","No","Both","Independent",1
"506","Trump","No","No","Yes","No","Yes","No","Yes","No","National Newscast","Republican",0
"507","Biden","No","Yes","No","Yes","No","No","No","No","National Newscast","Democrat",1
"508","Biden","No","Yes","No","Yes","Yes","No","No","No","Both","Independent",1
"509","Trump","No","Yes","No","No","Yes","No","Yes","No","National Newscast","Independent",0
"510","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"511","Biden","No","Yes","No","No","No","No","No","No","National Newscast","Independent",1
"512","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Democrat",1
"513","Biden","No","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"514","Biden","Yes","Yes","No","Yes","No","No","No","No","Both","Independent",1
"515","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"516","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"517","Biden","Yes","Yes","Yes","No","No","Yes","No","No","Both","Democrat",1
"518","Trump","No","No","No","No","No","No","No","Yes","Both","Republican",0
"519","Biden","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Both","Democrat",1
"520","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"521","Biden","Yes","No","Yes","No","No","No","No","No","Both","Independent",1
"522","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"523","Trump","Yes","No","No","Yes","Yes","No","No","No","Both","Republican",0
"524","Trump","No","No","Yes","No","Yes","No","No","No","Both","Republican",0
"525","Biden","No","No","No","No","No","No","No","Yes","Both","Independent",1
"526","Trump","Yes","No","No","No","No","No","Yes","No","Both","Republican",0
"527","Biden","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Both","Independent",1
"528","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Both","Democrat",1
"529","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"530","Biden","No","No","No","Yes","Yes","No","No","No","National Newscast","Independent",1
"531","Trump","Yes","Yes","No","No","No","No","No","No","Both","Democrat",0
"532","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"533","Biden","Yes","No","Yes","Yes","Yes","Yes","No","No","Both","Independent",1
"534","Biden","Yes","Yes","No","Yes","No","No","No","No","Both","Democrat",1
"535","Biden","No","No","No","No","No","No","No","No","National Newscast","Independent",1
"536","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"537","Biden","No","No","Yes","No","No","Yes","Yes","No","Both","Democrat",1
"538","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"539","Trump","Yes","Yes","Yes","Yes","Yes","No","No","No","Both","Independent",0
"540","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Democrat",1
"541","Trump","No","Yes","No","No","No","No","No","No","Both","Republican",0
"542","Biden","No","No","No","No","No","Yes","Yes","No","National Newscast","Democrat",1
"543","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"544","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Democrat",1
"545","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"546","Trump","No","No","No","Yes","Yes","No","No","No","National Newscast","Independent",0
"547","Biden","Yes","No","No","Yes","Yes","Yes","Yes","No","Both","Independent",1
"548","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"549","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
